Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill,Projects_Completed,Certifications,Hackathons,GitHub_Profile,Internships,Leadership_Experience,LinkedIn_Profile,Resume_Score,Communication_Skills,Teamwork,Problem_Solving,English_Proficiency,Interview_Score,Employability_Score,Placement_Status,Company_Tier,Career_Field,Placement_Mode,Starting_Salary_USD
ST024188,21,Female,Freshman,Business Analytics,82,14,2.71,Average,6,6,2,0,Yes,3,No,No,89,9,4,4,Advanced,74,184.35,Placed,Tier 1,Data Analyst,Campus Placement,95238
ST024189,22,Male,Junior,Data Science,74,13,2.88,Average,6,6,4,4,Yes,4,No,No,97,8,7,6,Advanced,80,202.3,Placed,Tier 1,Data Scientist,Campus Placement,93282
ST024190,22,Male,Freshman,Business Analytics,67,26,2.83,Average,5,5,2,3,No,2,No,Yes,81,5,8,5,Intermediate,66,162.75,Placed,Tier 2,Data Analyst,Internship Conversion,49165
ST024191,20,Female,Senior,Electrical Engineering,75,22,2.75,Average,4,3,2,1,No,3,Yes,Yes,75,9,6,5,Intermediate,68,165.75,Not Placed,No Company,Not Placed,Not Applicable,0
ST024192,22,Female,Sophomore,Electrical Engineering,55,6,2.35,Poor,4,6,1,2,No,2,No,Yes,81,8,7,4,Intermediate,51,148.55,Not Placed,No Company,Not Placed,Not Applicable,0
ST024193,21,Female,Senior,Electrical Engineering,91,28,3.65,Good,6,11,2,2,Yes,5,Yes,Yes,100,10,9,7,Advanced,89,237.25,Placed,Tier 1,Embedded Systems Engineer,Campus Placement,109296
ST024194,21,Male,Junior,Data Science,69,39,3.12,Average,6,4,0,5,Yes,4,Yes,Yes,93,9,9,8,Advanced,81,201.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST024195,22,Female,Senior,Information Technology,97,16,3.27,Good,6,7,3,4,Yes,5,No,Yes,97,6,7,7,Intermediate,87,215.15,Placed,Tier 1,IT Support Engineer,Campus Placement,101242
ST024196,21,Female,Sophomore,Data Science,86,18,3.1,Average,8,7,4,7,Yes,2,No,Yes,97,7,8,7,Advanced,69,200.1,Placed,Tier 1,Data Scientist,Internship Conversion,71831
ST024197,21,Female,Junior,Software Engineering,88,18,3.12,Average,8,9,2,6,No,4,Yes,Yes,100,10,10,8,Advanced,87,229.3,Placed,Tier 1,Software Engineer,Internship Conversion,103943
ST024198,21,Male,Senior,Electrical Engineering,70,28,2.78,Average,6,8,1,0,No,3,Yes,Yes,96,8,7,7,Intermediate,78,196.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST024199,20,Male,Junior,Data Science,92,25,3.48,Good,7,10,1,7,Yes,5,No,No,100,8,8,7,Advanced,77,225.2,Placed,Tier 1,Data Scientist,Internship Conversion,88416
ST024200,25,Female,Sophomore,Electrical Engineering,63,23,2.73,Average,4,2,0,1,Yes,1,No,Yes,63,3,6,4,Basic,33,115.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST024201,22,Female,Sophomore,Information Technology,83,15,3.16,Average,6,7,3,2,Yes,4,No,No,95,8,7,6,Advanced,56,194.4,Placed,Tier 1,IT Support Engineer,Referral,90411
ST024202,21,Female,Junior,Computer Science,83,25,3.31,Good,9,9,2,5,Yes,4,Yes,No,100,10,7,9,Advanced,82,235.65,Placed,Tier 1,Software Engineer,Campus Placement,91977
ST024203,21,Male,Freshman,Cybersecurity,81,24,3.19,Average,7,10,4,5,Yes,5,Yes,Yes,100,10,10,7,Advanced,77,229.35,Placed,Tier 1,Penetration Tester,Campus Placement,90169
ST024204,26,Male,Sophomore,Artificial Intelligence,74,41,3.32,Good,10,10,3,0,Yes,4,No,Yes,100,7,5,9,Intermediate,89,240.8,Placed,Tier 1,Data Scientist,Campus Placement,101168
ST024205,22,Male,Junior,Computer Science,67,18,2.61,Average,7,7,1,3,Yes,3,No,Yes,93,7,6,7,Intermediate,81,194.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST024206,20,Female,Sophomore,Data Science,94,22,3.46,Good,9,11,1,4,Yes,5,Yes,No,100,10,8,9,Advanced,87,247.9,Placed,Tier 1,Data Scientist,Internship Conversion,104809
ST024207,21,Female,Senior,Information Technology,100,14,3.08,Average,6,10,1,0,No,5,Yes,Yes,100,9,7,6,Advanced,72,212.7,Placed,Tier 1,IT Support Engineer,Off-Campus,109101
ST024208,21,Male,Sophomore,Artificial Intelligence,87,17,3.0,Average,7,11,0,5,Yes,5,No,Yes,100,8,8,8,Advanced,86,225.0,Placed,Tier 1,Machine Learning Engineer,Campus Placement,72783
ST024209,19,Female,Freshman,Computer Science,73,13,2.76,Average,6,9,0,3,No,4,No,No,98,7,7,7,Intermediate,73,197.3,Placed,Tier 1,Full Stack Developer,Campus Placement,100228
ST024210,26,Male,Junior,Information Technology,78,14,2.89,Average,5,9,0,2,No,4,Yes,No,98,10,9,6,Advanced,81,203.25,Not Placed,No Company,Not Placed,Not Applicable,0
ST024211,18,Male,Senior,Software Engineering,84,26,3.05,Average,9,10,2,5,Yes,3,No,Yes,100,8,6,9,Advanced,65,216.25,Placed,Tier 1,Software Engineer,Campus Placement,95255
ST024212,21,Female,Junior,Computer Science,77,19,2.8,Average,7,6,0,4,Yes,4,Yes,Yes,98,10,9,6,Advanced,80,203.4,Placed,Tier 1,Backend Developer,Off-Campus,103280
ST024213,20,Female,Freshman,Information Technology,82,24,3.04,Average,7,12,1,2,No,3,No,Yes,100,7,7,8,Advanced,75,211.6,Placed,Tier 1,IT Support Engineer,Internship Conversion,87807
ST024214,24,Male,Senior,Artificial Intelligence,69,21,2.65,Average,8,9,1,4,Yes,5,Yes,Yes,100,10,8,8,Advanced,87,225.75,Placed,Tier 1,Data Scientist,Off-Campus,83055
ST024215,20,Female,Junior,Cybersecurity,100,20,3.3,Good,5,5,2,0,Yes,3,No,Yes,85,7,5,8,Intermediate,65,185.5,Placed,Tier 1,Cybersecurity Analyst,Off-Campus,73146
ST024216,20,Male,Sophomore,Electrical Engineering,90,26,3.33,Good,5,10,4,1,Yes,5,No,Yes,100,9,3,4,Advanced,66,209.95,Placed,Tier 1,Embedded Systems Engineer,Internship Conversion,86654
ST024217,20,Male,Sophomore,Software Engineering,94,18,3.22,Good,7,11,1,4,Yes,4,No,Yes,99,7,8,6,Advanced,83,217.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST024218,20,Female,Sophomore,Computer Science,83,18,3.16,Average,9,6,4,6,Yes,1,Yes,No,91,8,10,10,Advanced,93,216.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST024219,20,Male,Senior,Computer Science,84,20,3.1,Average,9,11,0,5,Yes,4,No,Yes,100,8,8,8,Advanced,81,227.0,Placed,Tier 1,Full Stack Developer,Campus Placement,87134
ST024220,20,Female,Sophomore,Artificial Intelligence,97,26,3.4,Good,8,8,1,2,Yes,4,Yes,Yes,100,8,8,7,Advanced,87,224.0,Placed,Tier 1,AI Engineer,Campus Placement,98680
ST024221,22,Female,Junior,Business Analytics,84,26,3.36,Good,5,3,1,2,No,3,No,No,69,7,5,7,Intermediate,56,169.6,Not Placed,No Company,Not Placed,Not Applicable,0
ST024222,21,Female,Senior,Data Science,83,25,3.17,Average,6,7,2,3,Yes,4,No,Yes,89,7,8,6,Intermediate,76,199.25,Placed,Tier 1,Data Scientist,Internship Conversion,93200
ST024223,19,Male,Sophomore,Cybersecurity,85,18,3.05,Average,9,12,2,2,Yes,3,No,Yes,100,8,5,8,Advanced,78,224.75,Placed,Tier 1,SOC Analyst,Campus Placement,80171
ST024224,20,Female,Sophomore,Computer Science,94,43,3.87,Excellent,8,9,0,4,Yes,4,Yes,No,100,9,10,10,Advanced,88,240.05,Placed,Tier 1,Software Engineer,Campus Placement,86034
ST024225,24,Male,Sophomore,Computer Science,75,22,2.81,Average,8,10,0,3,Yes,4,No,Yes,100,7,5,7,Intermediate,69,206.65,Placed,Tier 1,Full Stack Developer,Referral,98342
ST024226,20,Male,Freshman,Business Analytics,92,31,3.5,Good,7,9,1,5,No,5,Yes,Yes,100,10,9,8,Advanced,94,238.0,Placed,Tier 1,Data Analyst,Off-Campus,109381
ST024227,22,Female,Junior,Information Technology,78,35,3.38,Good,6,10,2,3,No,5,Yes,Yes,100,10,9,7,Advanced,74,223.7,Placed,Tier 1,Cloud Engineer,Referral,99838
ST024228,27,Female,Senior,Business Analytics,82,14,2.9,Average,3,4,0,0,No,2,No,Yes,68,5,5,4,Basic,41,132.4,Not Placed,No Company,Not Placed,Not Applicable,0
ST024229,23,Male,Junior,Information Technology,77,9,2.9,Average,5,7,3,1,Yes,4,No,Yes,100,9,5,4,Advanced,81,198.5,Placed,Tier 1,IT Support Engineer,Campus Placement,83132
ST024230,22,Female,Junior,Software Engineering,74,12,2.7,Average,7,8,4,1,Yes,3,Yes,Yes,100,9,8,7,Advanced,77,206.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST024231,20,Female,Senior,Computer Science,83,21,3.07,Average,7,9,4,3,No,3,No,Yes,100,7,6,8,Advanced,82,214.05,Placed,Tier 1,Full Stack Developer,Campus Placement,84189
ST024232,23,Male,Junior,Electrical Engineering,87,30,3.47,Good,6,9,3,3,Yes,5,No,Yes,100,8,6,8,Advanced,76,223.55,Placed,Tier 1,Automation Engineer,Internship Conversion,70106
ST024233,19,Female,Junior,Cybersecurity,83,31,3.51,Good,6,6,2,4,Yes,5,No,Yes,97,8,6,7,Advanced,80,215.75,Placed,Tier 1,Penetration Tester,Off-Campus,71361
ST024234,22,Female,Senior,Data Science,86,30,3.56,Good,8,5,0,4,Yes,4,No,No,100,6,6,9,Intermediate,85,217.9,Placed,Tier 1,AI Engineer,Campus Placement,91814
ST024235,20,Female,Senior,Computer Science,88,17,2.92,Average,7,9,1,3,No,4,No,Yes,99,7,7,7,Advanced,72,205.0,Placed,Tier 1,Backend Developer,Campus Placement,84778
ST024236,20,Male,Senior,Computer Science,75,16,2.91,Average,8,8,1,1,Yes,3,No,Yes,94,6,7,6,Intermediate,74,197.35,Placed,Tier 1,Backend Developer,Off-Campus,73148
ST024237,23,Male,Sophomore,Computer Science,66,32,3.04,Average,7,6,0,4,No,3,No,Yes,87,7,7,10,Advanced,84,202.7,Placed,Tier 1,Backend Developer,Campus Placement,93993
ST024238,20,Other,Sophomore,Cybersecurity,68,18,2.67,Average,5,8,3,4,Yes,4,Yes,Yes,98,10,9,5,Advanced,81,200.45,Placed,Tier 1,Penetration Tester,Off-Campus,105091
ST024239,24,Male,Senior,Business Analytics,100,24,3.34,Good,6,8,3,1,No,5,Yes,Yes,100,10,8,4,Advanced,66,210.6,Placed,Tier 1,Data Analyst,Campus Placement,98599
ST024240,22,Female,Senior,Electrical Engineering,78,15,2.94,Average,4,4,2,2,Yes,2,Yes,Yes,77,9,9,5,Advanced,64,164.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST024241,21,Male,Sophomore,Software Engineering,89,21,3.43,Good,8,12,3,5,Yes,5,Yes,Yes,100,10,9,9,Advanced,85,247.45,Placed,Tier 1,DevOps Engineer,Campus Placement,82634
ST024242,20,Female,Sophomore,Data Science,99,23,3.56,Good,8,13,0,4,Yes,5,No,No,100,8,7,10,Advanced,88,246.4,Placed,Tier 1,Data Analyst,Off-Campus,97000
ST024243,22,Female,Freshman,Cybersecurity,69,22,2.86,Average,7,5,1,3,Yes,4,No,Yes,88,9,7,7,Advanced,82,201.8,Placed,Tier 1,SOC Analyst,Internship Conversion,93221
ST024244,24,Female,Freshman,Cybersecurity,74,23,2.99,Average,8,12,0,4,Yes,5,Yes,Yes,100,10,9,8,Advanced,92,237.85,Placed,Tier 1,SOC Analyst,Campus Placement,85257
ST024245,19,Female,Sophomore,Data Science,89,21,3.3,Good,7,8,3,1,No,5,Yes,Yes,100,9,9,8,Advanced,100,237.0,Placed,Tier 1,Data Analyst,Campus Placement,97580
ST024246,29,Female,Sophomore,Computer Science,96,15,3.43,Good,7,9,1,4,No,5,Yes,No,100,10,7,7,Advanced,87,231.45,Placed,Tier 1,Software Engineer,Off-Campus,91705
ST024247,18,Male,Junior,Information Technology,68,27,2.94,Average,6,4,0,2,No,3,No,Yes,81,7,6,6,Intermediate,56,169.4,Placed,Tier 2,Cloud Engineer,Internship Conversion,63857
ST024248,21,Female,Senior,Software Engineering,87,23,3.33,Good,8,11,2,6,Yes,5,No,No,100,10,7,8,Advanced,100,247.95,Placed,Tier 1,Software Engineer,Off-Campus,89804
ST024249,21,Female,Senior,Cybersecurity,76,22,2.83,Average,7,10,0,4,Yes,4,No,Yes,100,8,7,8,Intermediate,77,210.95,Placed,Tier 1,Penetration Tester,Internship Conversion,106989
ST024250,23,Female,Sophomore,Information Technology,83,29,3.7,Excellent,8,11,3,1,No,5,No,No,100,9,5,8,Advanced,100,253.0,Placed,Tier 1,Cloud Engineer,Internship Conversion,78323
ST024251,22,Male,Junior,Business Analytics,87,22,3.23,Good,6,7,0,2,No,4,Yes,Yes,97,7,9,7,Intermediate,67,197.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST024252,21,Female,Junior,Computer Science,76,29,3.07,Average,9,10,3,2,Yes,5,No,Yes,100,10,6,8,Advanced,84,239.55,Placed,Tier 1,Software Engineer,Campus Placement,90696
ST024253,18,Male,Freshman,Computer Science,83,13,3.02,Average,8,4,1,1,Yes,4,No,No,97,8,4,7,Advanced,88,209.9,Placed,Tier 1,Software Engineer,Referral,108638
ST024254,20,Female,Junior,Computer Science,77,19,2.72,Average,6,11,4,1,Yes,3,No,Yes,94,6,6,5,Intermediate,52,184.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST024255,28,Male,Junior,Artificial Intelligence,88,30,3.44,Good,10,14,2,7,Yes,4,Yes,Yes,100,10,10,9,Advanced,87,254.1,Placed,Tier 1,AI Engineer,Referral,99100
ST024256,21,Female,Junior,Artificial Intelligence,84,14,2.84,Average,7,10,0,2,Yes,4,No,No,100,9,6,6,Advanced,63,202.1,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,103149
ST024257,19,Male,Sophomore,Computer Science,84,27,3.13,Average,5,8,2,5,Yes,3,Yes,No,93,8,10,6,Intermediate,78,195.85,Not Placed,No Company,Not Placed,Not Applicable,0
ST024258,19,Male,Junior,Computer Science,86,28,3.45,Good,8,9,2,3,Yes,5,No,Yes,100,9,5,8,Advanced,97,242.25,Placed,Tier 1,Software Engineer,Campus Placement,88309
ST024259,20,Female,Freshman,Software Engineering,77,23,2.66,Average,10,8,1,4,Yes,2,No,Yes,98,6,5,8,Advanced,76,202.8,Placed,Tier 1,DevOps Engineer,Campus Placement,71055
ST024260,20,Female,Junior,Artificial Intelligence,93,17,3.19,Average,7,11,0,4,Yes,5,Yes,Yes,100,10,7,5,Advanced,82,223.85,Placed,Tier 1,Data Scientist,Internship Conversion,77801
ST024261,20,Male,Junior,Software Engineering,84,17,3.16,Average,8,8,3,2,Yes,5,Yes,No,100,10,7,7,Advanced,88,232.9,Placed,Tier 1,DevOps Engineer,Off-Campus,93779
ST024262,22,Male,Senior,Data Science,79,19,2.96,Average,7,9,2,4,Yes,4,No,Yes,100,7,9,8,Intermediate,71,208.9,Placed,Tier 1,AI Engineer,Internship Conversion,86126
ST024263,20,Male,Sophomore,Information Technology,66,15,2.85,Average,4,2,1,2,No,3,No,No,65,7,8,5,Intermediate,37,141.25,Not Placed,No Company,Not Placed,Not Applicable,0
ST024264,22,Female,Sophomore,Electrical Engineering,80,15,3.18,Average,5,4,5,1,No,2,No,Yes,82,7,7,4,Intermediate,70,174.8,Placed,Tier 2,Embedded Systems Engineer,Internship Conversion,60630
ST024265,20,Female,Freshman,Computer Science,100,11,3.2,Good,8,6,3,4,No,4,No,No,97,7,6,9,Advanced,72,213.6,Not Placed,No Company,Not Placed,Not Applicable,0
ST024266,23,Other,Junior,Software Engineering,78,28,3.19,Average,9,9,0,6,Yes,3,No,No,100,7,8,10,Intermediate,91,226.35,Placed,Tier 1,DevOps Engineer,Off-Campus,88578
ST024267,21,Male,Senior,Software Engineering,77,31,3.37,Good,10,11,5,2,Yes,5,No,Yes,100,8,6,10,Advanced,94,258.05,Placed,Tier 1,DevOps Engineer,Campus Placement,94129
ST024268,22,Male,Junior,Software Engineering,93,27,3.56,Good,9,11,0,2,Yes,5,No,No,100,9,7,9,Advanced,94,249.4,Placed,Tier 1,Software Engineer,Internship Conversion,86758
ST024269,19,Male,Senior,Computer Science,80,24,3.09,Average,7,9,0,2,Yes,4,Yes,Yes,100,10,8,8,Advanced,100,228.35,Placed,Tier 1,Software Engineer,Campus Placement,81303
ST024270,22,Female,Junior,Data Science,92,28,3.45,Good,7,9,1,4,No,4,No,Yes,99,7,6,7,Advanced,71,212.45,Placed,Tier 1,Data Analyst,Campus Placement,105137
ST024271,28,Female,Senior,Information Technology,80,11,2.93,Average,7,9,3,4,Yes,4,No,Yes,100,9,5,6,Advanced,71,209.95,Placed,Tier 1,Cloud Engineer,Campus Placement,85761
ST024272,24,Female,Freshman,Artificial Intelligence,75,20,2.71,Average,8,10,0,3,Yes,3,Yes,Yes,100,8,9,6,Advanced,75,203.15,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,72933
ST024273,23,Male,Junior,Computer Science,73,27,3.16,Average,6,7,0,3,Yes,3,Yes,Yes,89,9,7,7,Advanced,51,184.6,Not Placed,No Company,Not Placed,Not Applicable,0
ST024274,21,Male,Junior,Business Analytics,79,32,3.18,Average,6,6,3,2,Yes,4,No,No,96,8,7,6,Advanced,73,201.5,Placed,Tier 1,Business Analyst,Internship Conversion,83204
ST024275,23,Female,Sophomore,Artificial Intelligence,85,24,3.11,Average,7,7,3,2,Yes,5,No,Yes,100,7,6,8,Advanced,73,214.65,Placed,Tier 1,AI Engineer,Internship Conversion,74577
ST024276,28,Female,Junior,Software Engineering,80,24,2.99,Average,8,11,3,1,Yes,5,No,Yes,100,8,7,9,Advanced,87,235.85,Placed,Tier 1,Software Engineer,Campus Placement,101857
ST024277,23,Male,Senior,Data Science,83,16,2.95,Average,7,3,1,4,Yes,3,No,Yes,78,8,5,7,Intermediate,62,179.15,Not Placed,No Company,Not Placed,Not Applicable,0
ST024278,19,Female,Freshman,Artificial Intelligence,95,21,3.22,Good,9,9,3,4,Yes,4,Yes,Yes,100,8,8,9,Advanced,81,231.3,Placed,Tier 1,AI Engineer,Off-Campus,76811
ST024279,20,Female,Junior,Cybersecurity,98,13,2.96,Average,6,8,2,1,Yes,4,No,Yes,96,5,4,5,Intermediate,74,193.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST024280,21,Male,Senior,Computer Science,69,16,2.34,Poor,7,10,0,2,Yes,3,No,Yes,96,7,7,3,Advanced,55,174.4,Placed,Tier 2,Software Engineer,Campus Placement,49907
ST024281,20,Female,Sophomore,Business Analytics,86,16,3.09,Average,5,5,3,4,No,1,No,Yes,73,7,8,5,Basic,58,160.75,Not Placed,No Company,Not Placed,Not Applicable,0
ST024282,18,Other,Sophomore,Software Engineering,80,21,2.88,Average,9,12,3,5,Yes,5,No,No,100,9,7,10,Advanced,84,242.7,Placed,Tier 1,Software Engineer,Campus Placement,85719
ST024283,20,Male,Junior,Electrical Engineering,91,22,3.19,Average,4,2,1,0,Yes,3,No,Yes,64,7,6,4,Intermediate,53,152.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST024284,21,Male,Junior,Cybersecurity,75,39,3.27,Good,8,8,1,4,No,4,No,Yes,100,7,8,8,Advanced,70,213.55,Placed,Tier 1,Cybersecurity Analyst,Internship Conversion,91768
ST024285,23,Female,Sophomore,Business Analytics,64,17,2.67,Average,6,7,0,2,No,3,No,Yes,84,7,6,6,Intermediate,71,179.75,Placed,Tier 2,Business Analyst,Internship Conversion,45632
ST024286,22,Male,Freshman,Artificial Intelligence,93,20,3.37,Good,10,9,3,5,Yes,5,Yes,Yes,100,10,9,10,Advanced,84,250.05,Placed,Tier 1,AI Engineer,Campus Placement,99867
ST024287,22,Male,Senior,Business Analytics,99,27,3.46,Good,5,6,6,0,No,4,No,Yes,99,10,6,8,Advanced,80,218.6,Placed,Tier 1,Data Analyst,Campus Placement,71775
ST024288,21,Male,Junior,Cybersecurity,68,25,3.03,Average,6,5,4,1,Yes,2,No,No,78,5,5,7,Intermediate,53,169.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST024289,28,Female,Senior,Computer Science,84,28,3.32,Good,8,9,0,4,Yes,4,No,Yes,99,9,6,8,Advanced,75,221.0,Placed,Tier 1,Full Stack Developer,Referral,107636
ST024290,20,Male,Freshman,Cybersecurity,81,25,3.4,Good,8,9,4,2,Yes,5,Yes,Yes,100,10,6,8,Advanced,76,236.0,Placed,Tier 1,Cybersecurity Analyst,Internship Conversion,75037
ST024291,18,Male,Freshman,Business Analytics,86,27,3.21,Good,4,4,1,2,No,2,Yes,Yes,64,9,7,3,Intermediate,45,149.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST024292,20,Female,Senior,Information Technology,76,18,3.15,Average,6,6,0,3,No,2,No,No,82,6,5,6,Intermediate,55,169.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST024293,22,Male,Junior,Electrical Engineering,86,22,3.33,Good,6,7,3,2,No,4,No,Yes,90,10,6,6,Advanced,77,209.95,Placed,Tier 1,Embedded Systems Engineer,Campus Placement,78570
ST024294,20,Male,Freshman,Computer Science,75,23,2.92,Average,6,10,3,1,Yes,4,No,No,100,8,4,8,Advanced,64,206.3,Placed,Tier 1,Software Engineer,Campus Placement,91119
ST024295,23,Female,Junior,Information Technology,94,31,3.44,Good,8,8,3,3,Yes,3,No,Yes,99,7,7,9,Advanced,73,217.3,Placed,Tier 1,IT Support Engineer,Campus Placement,84138
ST024296,21,Female,Sophomore,Computer Science,78,21,3.26,Good,7,9,0,4,Yes,4,No,Yes,95,9,6,6,Advanced,60,203.4,Placed,Tier 1,Software Engineer,Campus Placement,79061
ST024297,21,Male,Junior,Computer Science,79,19,2.85,Average,6,6,3,2,Yes,2,Yes,Yes,88,8,8,8,Intermediate,76,189.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST024298,21,Female,Sophomore,Computer Science,84,6,2.58,Poor,6,11,0,3,Yes,4,No,Yes,95,7,6,5,Intermediate,71,192.7,Placed,Tier 1,Full Stack Developer,Campus Placement,105680
ST024299,27,Male,Freshman,Business Analytics,85,26,3.25,Good,5,5,2,0,No,4,No,Yes,87,8,4,4,Advanced,65,184.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST024300,21,Female,Sophomore,Artificial Intelligence,80,20,2.9,Average,9,9,2,3,Yes,4,No,Yes,100,8,7,9,Advanced,95,232.0,Placed,Tier 1,Machine Learning Engineer,Campus Placement,89132
ST024301,21,Male,Junior,Software Engineering,93,27,3.63,Good,9,11,2,3,Yes,5,Yes,No,100,10,9,10,Advanced,99,259.95,Placed,Tier 1,Software Engineer,Campus Placement,101362
ST024302,20,Male,Junior,Business Analytics,76,19,3.08,Average,4,7,1,2,No,4,No,Yes,87,7,5,6,Advanced,64,181.8,Not Placed,No Company,Not Placed,Not Applicable,0
ST024303,19,Male,Sophomore,Electrical Engineering,93,20,3.06,Average,2,5,0,2,No,3,No,Yes,66,8,5,5,Intermediate,49,149.2,Placed,Tier 3,Automation Engineer,Referral,29224
ST024304,21,Female,Freshman,Software Engineering,72,34,2.99,Average,7,7,3,1,Yes,3,No,No,91,7,6,7,Intermediate,73,198.15,Not Placed,No Company,Not Placed,Not Applicable,0
ST024305,22,Female,Junior,Computer Science,91,34,3.36,Good,8,12,0,3,Yes,5,No,Yes,100,9,7,8,Advanced,100,245.4,Placed,Tier 1,Full Stack Developer,Off-Campus,87467
ST024306,23,Female,Senior,Data Science,72,18,2.62,Average,4,5,2,1,Yes,2,No,Yes,78,8,5,3,Intermediate,49,148.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST024307,20,Male,Senior,Computer Science,85,16,3.27,Good,7,13,3,3,Yes,5,No,No,100,7,5,7,Intermediate,73,227.05,Placed,Tier 1,Full Stack Developer,Campus Placement,92384
ST024308,22,Female,Sophomore,Artificial Intelligence,91,13,3.06,Average,9,7,2,1,Yes,4,No,Yes,100,8,6,8,Advanced,83,222.4,Placed,Tier 1,Data Scientist,Campus Placement,90856
ST024309,20,Male,Junior,Information Technology,100,33,3.66,Good,8,11,4,5,Yes,5,No,Yes,100,9,6,10,Advanced,95,255.4,Placed,Tier 1,Cloud Engineer,Off-Campus,85907
ST024310,20,Female,Freshman,Data Science,75,26,3.1,Average,7,7,1,0,Yes,4,No,Yes,100,9,5,8,Advanced,71,209.5,Placed,Tier 1,Data Scientist,Campus Placement,93209
ST024311,20,Male,Junior,Computer Science,87,26,3.39,Good,9,8,1,2,Yes,5,No,Yes,100,8,6,9,Advanced,96,241.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST024312,21,Male,Junior,Information Technology,82,31,3.3,Good,9,9,1,5,No,5,No,Yes,100,10,6,8,Advanced,89,240.5,Placed,Tier 1,Cloud Engineer,Off-Campus,94903
ST024313,21,Male,Junior,Artificial Intelligence,87,41,3.77,Excellent,10,10,1,6,Yes,5,No,Yes,100,8,7,10,Advanced,98,258.05,Placed,Tier 1,AI Engineer,Off-Campus,95480
ST024314,21,Male,Freshman,Cybersecurity,85,15,3.03,Average,7,7,3,4,No,3,No,Yes,97,8,7,6,Advanced,87,207.55,Placed,Tier 1,Penetration Tester,Campus Placement,91412
ST024315,19,Male,Sophomore,Software Engineering,78,33,3.31,Good,9,12,0,2,No,5,Yes,Yes,100,10,8,10,Advanced,95,252.15,Not Placed,No Company,Not Placed,Not Applicable,0
ST024316,21,Female,Junior,Computer Science,81,24,3.24,Good,8,9,2,2,Yes,4,Yes,Yes,100,9,8,7,Advanced,77,222.1,Placed,Tier 1,Software Engineer,Campus Placement,79830
ST024317,19,Female,Freshman,Cybersecurity,74,22,3.0,Average,6,10,3,4,Yes,5,Yes,Yes,100,8,7,6,Advanced,72,212.5,Placed,Tier 1,Penetration Tester,Campus Placement,82392
ST024318,20,Male,Senior,Cybersecurity,73,19,3.24,Good,8,8,3,6,Yes,5,No,Yes,100,9,6,7,Advanced,83,229.6,Placed,Tier 1,Penetration Tester,Campus Placement,108548
ST024319,23,Female,Junior,Artificial Intelligence,69,23,2.62,Average,6,9,1,5,Yes,3,No,Yes,90,7,8,7,Advanced,69,187.3,Not Placed,No Company,Not Placed,Not Applicable,0
ST024320,21,Male,Sophomore,Software Engineering,84,30,3.48,Good,10,9,2,6,Yes,5,No,No,100,7,9,10,Intermediate,93,248.7,Placed,Tier 1,DevOps Engineer,Internship Conversion,72537
ST024321,20,Female,Senior,Cybersecurity,81,27,3.12,Average,8,10,1,4,Yes,5,Yes,Yes,100,10,9,7,Advanced,90,234.3,Placed,Tier 1,SOC Analyst,Internship Conversion,108279
ST024322,28,Female,Senior,Cybersecurity,92,31,3.52,Good,6,10,2,0,Yes,5,No,Yes,100,10,5,7,Advanced,78,227.8,Placed,Tier 1,Cybersecurity Analyst,Internship Conversion,76970
ST024323,20,Male,Freshman,Software Engineering,87,21,3.1,Average,7,11,3,4,Yes,5,No,Yes,100,9,7,9,Advanced,97,240.5,Placed,Tier 1,DevOps Engineer,Referral,78088
ST024324,22,Female,Sophomore,Business Analytics,72,17,2.85,Average,4,6,1,0,No,4,No,No,82,8,4,2,Advanced,51,162.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST024325,19,Male,Sophomore,Computer Science,63,27,2.8,Average,7,8,4,1,Yes,3,No,Yes,100,5,4,7,Intermediate,82,202.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST024326,21,Female,Senior,Electrical Engineering,65,16,2.59,Poor,4,9,0,0,Yes,4,Yes,Yes,98,10,7,3,Advanced,69,182.75,Not Placed,No Company,Not Placed,Not Applicable,0
